"gauge_code","nome","estado","lat","long","time_step","network","n_years_zip"
"83669000","Rio dos Cedros","SC",-26.615,-49.4056,60,"Telemetria",1
"83674000","Rio dos Cedros","SC",-26.6072,-49.3392,60,"Telemetria",3
"83677000","Timbó","SC",-26.8297,-49.2719,15,"Telemetria",3
"83695000","Indaial","SC",-26.9075,-49.1942,60,"Telemetria",4
"83750000","Blumenau","SC",-26.8808,-49.1014,60,"Telemetria",4
"83800002","Blumenau","SC",-26.9186,-49.0656,15,"Telemetria",3
"83880000","Luiz Alves","SC",-26.7239,-48.9311,15,"Telemetria",2
"83892990","Vidal Ramos","SC",-27.33,-49.33,15,"Telemetria",1
"83900000","Brusque","SC",-27.1006,-48.9167,15,"Telemetria",1
"84015900","Angelina","SC",-27.5489,-49.0064,60,"Telemetria",4
"84017200","Angelina","SC",-27.5278,-49.0986,60,"Telemetria",1
"84017280","Angelina","SC",-27.5161,-49.0731,60,"Telemetria",1
"84022000","Angelina","SC",-27.4783,-48.9761,60,"Telemetria",2
"84030000","Major Gercino","SC",-27.4167,-48.9544,60,"Telemetria",3
"84034500","Major Gercino","SC",-27.3997,-49.0325,60,"Telemetria",4
"84072000","Leoberto Leal","SC",-27.3914,-49.2619,60,"Telemetria",1
"84075000","Nova Trento","SC",-27.3194,-49.1008,60,"Telemetria",2
"84079000","Nova Trento","SC",-27.2967,-48.9703,60,"Telemetria",4
"84095500","São João Batista","SC",-27.275,-48.85,15,"Telemetria",6
"84100000","Santo Amaro da Imperatriz","SC",-27.7044,-48.8033,15,"Telemetria",6
"84110000","Camboriu","SC",-27.0239,-48.7044,60,"Telemetria",1
"84140000","São José","SC",-27.5808,-48.73,30,"Telemetria",1
"84150100","Palhoça","SC",-27.6925,-48.7097,15,"Telemetria",1
"84249998","Orleans","SC",-28.3586,-49.295,15,"Telemetria",1
"84422100","Camboriu","SC",-27.0892,-48.6931,60,"Telemetria",1
"84520002","Anitápolis","SC",-28.0017,-49.1139,60,"Telemetria",3
"84531000","Santa Rosa de Lima","SC",-28.0492,-49.13,60,"Telemetria",2
"84534000","Santa Rosa de Lima","SC",-28.0817,-49.1481,60,"Telemetria",1
"84536000","Rio Fortuna","SC",-28.1278,-49.1203,60,"Telemetria",3
"84538500","Rio Fortuna","SC",-28.1569,-49.1214,60,"Telemetria",5
"84559800","Braço do Norte","SC",-28.2389,-49.1631,15,"Telemetria",3
"84580000","Tubarão","SC",-28.4206,-49.1064,15,"Telemetria",3
"84580500","Tubarão","SC",-28.47,-48.9917,15,"Telemetria",5
"84597100","São Bonifácio","SC",-28.0881,-48.9392,60,"Telemetria",1
"84598002","São Martinho","SC",-28.1656,-48.9717,15,"Telemetria",3
"84820000","Forquilhinha","SC",-28.7492,-49.4744,15,"Telemetria",3
"84853000","Meleiro","SC",-28.8536,-49.5897,15,"Telemetria",4
"84949800","Ermo","SC",-28.9725,-49.6372,15,"Telemetria",3
"85040000","Nicolau Vergueiro","RS",-28.4733,-52.4047,60,"Telemetria",2
"85050100","Tio Hugo","RS",-28.5628,-52.5536,60,"Telemetria",2
"85050300","Tio Hugo","RS",-28.5992,-52.5975,60,"Telemetria",1
"85076000","Victor Graeff","RS",-28.6728,-52.7311,60,"Telemetria",2
"85080001","Espumoso","RS",-28.7197,-52.8492,60,"Telemetria",1
"85110000","Tapera","RS",-28.6428,-52.9269,60,"Telemetria",1
"85130000","Soledade","RS",-28.84,-52.7019,60,"Telemetria",1
"85140000","Alto Alegre","RS",-28.7492,-52.9794,60,"Telemetria",1
"85170100","Carazinho","RS",-28.2622,-53.1217,30,"Telemetria",1
"85180000","Ibiruba","RS",-28.5461,-53.165,60,"Telemetria",1
"85290000","Salto do Jacuí","RS",-29.0508,-53.2653,60,"Telemetria",1
"85310000","Salto do Jacuí","RS",-29.1194,-53.4058,60,"Telemetria",1
"85350000","Júlio de Castilhos","RS",-29.1289,-53.3178,60,"Telemetria",1
"85365000","Pinhal Grande","RS",-29.2597,-53.2353,60,"Telemetria",1
"85365500","Nicolau Vergueiro","RS",-28.555,-52.4936,60,"Telemetria",1
"85380500","Arroio do Tigre","RS",-29.2311,-53.1175,60,"Telemetria",2
"85500010","Lagoa dos Tres Cantos","RS",-28.5272,-52.8878,60,"Telemetria",1
"85500100","Lagoa dos Tres Cantos","RS",-28.5794,-52.92,60,"Telemetria",2
"85623010","São Sepé","RS",-30.1942,-53.5633,15,"Telemetria",1
"85642000","Cachoeira do Sul","RS",-30.0078,-53.0156,15,"Telemetria",1
"85800000","Sinimbu","RS",-29.5014,-52.5519,15,"Telemetria",2
"85900000","Rio Pardo","RS",-29.995,-52.3756,15,"Telemetria",4
"86060010","Cambará do Sul","RS",-28.9489,-50.0556,60,"Telemetria",3
"86099000","Bom Jesus","RS",-28.8047,-50.4936,60,"Telemetria",4
"86100600","Bom Jesus","RS",-28.7575,-50.5211,60,"Telemetria",7
"86102000","São Francisco de Paula","RS",-28.8644,-50.5622,60,"Telemetria",5
"86110000","São Francisco de Paula","RS",-28.8161,-50.6214,60,"Telemetria",2
"86117000","Vila Maria","RS",-28.79,-50.6789,60,"Telemetria",3
"86125050","Muitos Capões","RS",-28.5486,-51.3017,60,"Telemetria",2
"86125120","Muitos Capões","RS",-28.5719,-51.3111,60,"Telemetria",2
"86125130","Muitos Capões","RS",-28.5919,-51.3247,60,"Telemetria",1
"86125200","Muitos Capões","RS",-28.6364,-51.3806,60,"Telemetria",1
"86160000","Jaquirana","RS",-28.8681,-50.4561,15,"Telemetria",2
"86163000","Monte Alegre dos Campos","RS",-28.7869,-50.7447,60,"Telemetria",1
"86280500","São Marcos","RS",-29.0367,-51.0956,60,"Telemetria",2
"86305000","Nova Roma do Sul","RS",-29.0058,-51.3853,60,"Telemetria",2
"86321000","Nova Padua","RS",-29.0633,-51.3236,60,"Telemetria",3
"86350000","Muitos Capões","RS",-28.4725,-51.36,60,"Telemetria",1
"86404200","Muitos Capões","RS",-28.5981,-51.3992,60,"Telemetria",1
"86406000","André da Rocha","RS",-28.6189,-51.4011,60,"Telemetria",1
"86410050","Antônio Prado","RS",-28.8086,-51.4467,60,"Telemetria",2
"86410800","Protásio Alves","RS",-28.7983,-51.4744,60,"Telemetria",2
"86447000","Nova Roma do Sul","RS",-28.9714,-51.4611,60,"Telemetria",1
"86448000","Veranópolis","RS",-29.0292,-51.5219,60,"Telemetria",1
"86450000","Bento Gonçalves","RS",-29.075,-51.5239,60,"Telemetria",3
"86470800","Cotiporã","RS",-29.0658,-51.6744,60,"Telemetria",4
"86471000","Cotiporã","RS",-29.0797,-51.6814,60,"Telemetria",1
"86472000","Santa Tereza","RS",-29.0978,-51.6997,15,"Telemetria",2
"86472600","Santa Tereza","RS",-29.1781,-51.7322,15,"Telemetria",1
"86479000","São Domingos do Sul","RS",-28.5792,-51.8686,60,"Telemetria",1
"86488000","Serafina Corrêa","RS",-28.6847,-51.8506,60,"Telemetria",1
"86490500","Serafina Corrêa","RS",-28.7117,-51.8525,60,"Telemetria",1
"86500000","Guaporé","RS",-28.8489,-51.8325,15,"Telemetria",1
"86505500","Dois Lajeados","RS",-28.9414,-51.7694,60,"Telemetria",2
"86510000","Muçum","RS",-29.1672,-51.8686,15,"Telemetria",3
"86520000","Marau","RS",-28.3511,-52.2147,60,"Telemetria",2
"86720000","Encantado","RS",-29.2344,-51.855,15,"Telemetria",1
"86743800","São José do Herval","RS",-29.0533,-52.2194,60,"Telemetria",2
"86780000","Travesseiro","RS",-29.2239,-52.1622,15,"Telemetria",1
"86879300","Estrela","RS",-29.4733,-51.9622,15,"Telemetria",2
"86881000","Bom Retiro do Sul","RS",-29.6081,-51.9511,15,"Telemetria",1
"86895000","Venancio Aires","RS",-29.6922,-51.97,15,"Telemetria",2
"86950000","Taquari","RS",-29.8069,-51.8758,15,"Telemetria",1
"87010000","Triunfo","RS",-29.9419,-51.6942,15,"Telemetria",1
"87070000","São Francisco de Paula","RS",-29.2994,-50.5697,60,"Telemetria",1
"87100000","São Francisco de Paula","RS",-29.3153,-50.6806,60,"Telemetria",2
"87120000","São Francisco de Paula","RS",-29.2683,-50.7467,60,"Telemetria",2
"87150000","Caxias do Sul","RS",-29.3075,-50.9958,15,"Telemetria",2
"87160000","Caxias do Sul","RS",-29.3356,-51.1889,15,"Telemetria",3
"87165001","Feliz","RS",-29.455,-51.3061,15,"Telemetria",1
"87168000","São Vendelino","RS",-29.3828,-51.3689,15,"Telemetria",1
"87170000","São Sebastião do Caí","RS",-29.59,-51.3833,15,"Telemetria",4
"87189000","Picada Café","RS",-29.4614,-51.14,15,"Telemetria",2
"87200000","Santa Maria do Herval","RS",-29.5011,-51.0022,60,"Telemetria",1
"87230000","São Sebastião do Caí","RS",-29.5906,-51.3136,15,"Telemetria",2
"87242000","Guaíba","RS",-30.1075,-51.3111,15,"Telemetria",1
"87270000","Montenegro","RS",-29.7011,-51.4411,15,"Telemetria",2
"87309010","Três Forquilhas","RS",-29.5097,-50.0911,15,"Telemetria",1
"87317030","Maquiné","RS",-29.6519,-50.2092,15,"Telemetria",1
"87350000","Rolante","RS",-29.645,-50.5106,15,"Telemetria",1
"87376000","Taquara","RS",-29.6858,-50.8122,15,"Telemetria",2
"87380000","Campo Bom","RS",-29.6917,-51.0461,15,"Telemetria",6
"87382000","São Leopoldo","RS",-29.7589,-51.1483,15,"Telemetria",4
"87399000","Gravataí","RS",-29.9644,-50.9778,15,"Telemetria",6
"87401750","Alvorada","RS",-29.9683,-51.0367,15,"Telemetria",3
"87409000","Dom Pedrito","RS",-31.1475,-54.7594,15,"Telemetria",2
"87450004","Porto Alegre","RS",-30.0211,-51.2211,15,"Telemetria",4
"87510015","Capivari do Sul","RS",-30.1544,-50.5528,15,"Telemetria",1
"87510049","Barão do Triunfo","RS",-30.3106,-51.8475,60,"Telemetria",1
"87550050","Bagé","RS",-30.9083,-53.8206,15,"Telemetria",3
"87795000","Encruzilhada do Sul","RS",-30.7956,-52.6242,60,"Telemetria",1
"87905000","Cristal","RS",-31.0119,-52.0525,15,"Telemetria",2
"87920500","São Lourenço do Sul","RS",-31.29,-52.1175,15,"Telemetria",1
"88060200","Rio Grande","RS",-32.5408,-52.5394,15,"Telemetria",1
"88150900","Santa Vitória do Palmar","RS",-32.8336,-52.6436,15,"Telemetria",1
"88260000","Jaguarão","RS",-32.5194,-53.4558,15,"Telemetria",7
"A001","Brasilia","DF",-15.78944444,-47.92583332,60,"INMET subdiário",17
"A002","Goiania","GO",-16.64277777,-49.22027777,60,"INMET subdiário",10
"A003","Morrinhos","GO",-17.74499999,-49.10166666,60,"INMET subdiário",14
"A005","Porangatu","GO",-13.30944444,-49.11749999,60,"INMET subdiário",3
"A009","Palmas","TO",-10.14777777,-48.31444444,60,"INMET subdiário",9
"A010","Parana","TO",-12.615,-47.87194443,60,"INMET subdiário",4
"A011","Sao Simao","GO",-18.96916666,-50.63333333,60,"INMET subdiário",4
"A012","Luziania","GO",-16.26055555,-47.96694443,60,"INMET subdiário",7
"A013","Aragarcas","GO",-15.90277777,-52.24527777,60,"INMET subdiário",9
"A014","Goias","GO",-15.93972221,-50.14138888,60,"INMET subdiário",11
"A015","Itapaci","GO",-14.97972221,-49.53944444,60,"INMET subdiário",2
"A016","Jatai","GO",-17.9236111,-51.71749999,60,"INMET subdiário",11
"A017","Posse","GO",-14.08916666,-46.36638888,60,"INMET subdiário",4
"A018","Peixe","TO",-12.01527777,-48.54444444,60,"INMET subdiário",6
"A019","Gurupi","TO",-11.74499999,-49.05166666,60,"INMET subdiário",11
"A020","Pedro Afonso","TO",-8.9686111,-48.17722221,60,"INMET subdiário",10
"A021","Araguaina","TO",-7.10388888,-48.20111111,60,"INMET subdiário",7
"A022","Goianesia","GO",-15.22027777,-48.98999999,60,"INMET subdiário",6
"A023","Caiaponia","GO",-16.96694443,-51.81749999,60,"INMET subdiário",6
"A024","Alto Paraiso de Goias","GO",-14.13305554,-47.52333332,60,"INMET subdiário",6
"A025","Rio Verde","GO",-17.78527777,-50.965,60,"INMET subdiário",8
"A026","Mineiros","GO",-17.45472222,-52.60111111,60,"INMET subdiário",7
"A027","Parauna","GO",-16.9625,-50.42555554,60,"INMET subdiário",9
"A028","Ipora","GO",-16.42305554,-51.14888888,60,"INMET subdiário",7
"A029","Edeia","GO",-17.33694444,-49.91472222,60,"INMET subdiário",2
"A031","Sao Miguel do Araguaia","GO",-12.82055554,-50.33583333,60,"INMET subdiário",3
"A032","Monte Alegre de Goias","GO",-13.25361111,-46.89027777,60,"INMET subdiário",2
"A033","Pires do Rio","GO",-17.30416666,-48.28416666,60,"INMET subdiário",9
"A034","Catalao","GO",-18.154779,-47.927614,60,"INMET subdiário",9
"A035","Itumbiara","GO",-18.40972222,-49.19194444,60,"INMET subdiário",7
"A036","Cristalina","GO",-16.78499999,-47.61305555,60,"INMET subdiário",13
"A037","Silvania","GO",-16.67972221,-48.61805554,60,"INMET subdiário",4
"A038","Dianopolis","TO",-11.59444444,-46.84722221,60,"INMET subdiário",6
"A039","Formoso do Araguaia","TO",-11.88749999,-49.60833333,60,"INMET subdiário",4
"A040","Mateiros","TO",-10.43444444,-45.92194443,60,"INMET subdiário",4
"A041","Marianopolis do To","TO",-9.57638888,-49.72333332,60,"INMET subdiário",3
"A042","Brazlandia","DF",-15.59972221,-48.1311111,60,"INMET subdiário",4
"A043","Campos Lindos","TO",-8.15472222,-46.63944444,60,"INMET subdiário",4
"A044","Araguatins","TO",-5.6436111,-48.11194444,60,"INMET subdiário",7
"A045","Aguas Emendadas","DF",-15.59638888,-47.62583332,60,"INMET subdiário",11
"A046","Gama (ponte Alta)","DF",-15.93527777,-48.13749999,60,"INMET subdiário",7
"A047","Paranoa (coopa-df)","DF",-16.01222222,-47.5575,60,"INMET subdiário",7
"A048","Santa Fe do Araguaia","TO",-7.124191,-48.781267,60,"INMET subdiário",3
"A049","Colinas do Tocantins","TO",-8.09277777,-48.4786111,60,"INMET subdiário",4
"A050","Rio Sono","TO",-9.793363,-47.132732,60,"INMET subdiário",3
"A051","Pium","TO",-10.47694443,-49.62944443,60,"INMET subdiário",4
"A052","Santa Rosa do Tocantins","TO",-11.42888888,-48.18499999,60,"INMET subdiário",6
"A053","Almas","TO",-11.28416666,-47.21222222,60,"INMET subdiário",4
"A054","Araguacu","TO",-12.59222221,-49.5286111,60,"INMET subdiário",3
"A055","Lagoa da Confusao","TO",-10.828286,-49.847882,60,"INMET subdiário",2
"A056","Cristalina (fazenda Santa Monica)","GO",-16.39944444,-47.62583332,60,"INMET subdiário",5
"A101","Manaus","AM",-3.10333333,-60.01638888,60,"INMET subdiário",11
"A102","Parque Estadual Chandless","AC",-9.35833333,-69.92638888,60,"INMET subdiário",3
"A104","Rio Branco","AC",-9.95920402,-67.86898266,60,"INMET subdiário",5
"A108","Cruzeiro do Sul","AC",-7.61055555,-72.6811111,60,"INMET subdiário",3
"A109","Eirunepe","AM",-6.65027777,-69.8686111,60,"INMET subdiário",1
"A110","Boca do Acre","AM",-8.77666666,-67.33249999,60,"INMET subdiário",7
"A111","Labrea","AM",-7.26055555,-64.7886111,60,"INMET subdiário",8
"A112","Humaita","AM",-7.5525,-63.07138888,60,"INMET subdiário",6
"A113","Apui","AM",-7.20555555,-59.8886111,60,"INMET subdiário",2
"A117","Coari","AM",-4.09749999,-63.14527777,60,"INMET subdiário",6
"A119","Manacapuru","AM",-3.29472221,-60.62833332,60,"INMET subdiário",9
"A120","Autazes","AM",-3.58333333,-59.12944443,60,"INMET subdiário",4
"A121","Itacoatiara","AM",-3.13333333,-58.48277777,60,"INMET subdiário",1
"A122","Maues","AM",-3.39888888,-57.67388888,60,"INMET subdiário",6
"A123","Parintins","AM",-2.63916666,-56.75611111,60,"INMET subdiário",3
"A124","Urucara","AM",-2.53472221,-57.75805555,60,"INMET subdiário",5
"A125","Rio Urubu","AM",-2.6336111,-59.60055555,60,"INMET subdiário",10
"A126","Presidente Figueiredo","AM",-2.05666666,-60.02583332,60,"INMET subdiário",8
"A128","Barcelos","AM",-0.98722221,-62.92416666,60,"INMET subdiário",3
"A133","Manicore","AM",-5.7886111,-61.28833333,60,"INMET subdiário",4
"A134","S, G. da Cachoeira","AM",-0.12527777,-67.06111111,60,"INMET subdiário",8
"A136","Porto Walter","AC",-8.26722221,-72.74777777,60,"INMET subdiário",2
"A137","Marechal Thaumaturgo","AC",-8.95,-72.78666666,60,"INMET subdiário",1
"A138","Feijo","AC",-8.14277777,-70.3436111,60,"INMET subdiário",6
"A140","Epitaciolandia","AC",-11.02388888,-68.73527777,60,"INMET subdiário",3
"A144","Novo Aripuana","AM",-8.0911110999999991,-60.38055554,60,"INMET subdiário",2
"A201","Belem","PA",-1.411228,-48.439512,60,"INMET subdiário",10
"A202","Castanhal","PA",-1.30083333,-47.94805555,60,"INMET subdiário",5
"A203","Sao Luis","MA",-2.52666666,-44.21361111,60,"INMET subdiário",5
"A204","Balsas","MA",-7.45555555,-46.02749999,60,"INMET subdiário",2
"A205","Carolina","MA",-7.33722221,-47.45972222,60,"INMET subdiário",5
"A206","Chapadinha","MA",-3.74277777,-43.35222222,60,"INMET subdiário",7
"A207","Grajau","MA",-5.81611111,-46.16222222,60,"INMET subdiário",5
"A209","Medicilandia","PA",-3.51083333,-52.96333333,60,"INMET subdiário",9
"A210","Pacaja","PA",-3.8436111,-50.63805555,60,"INMET subdiário",1
"A211","Placas","PA",-3.86416666,-54.21638888,60,"INMET subdiário",4
"A212","Paragominas","PA",-2.90055555,-47.49499999,60,"INMET subdiário",1
"A213","Tome Acu","PA",-2.59249999,-48.36055555,60,"INMET subdiário",4
"A214","Rondon do Para","PA",-4.82749999,-48.1736111,60,"INMET subdiário",7
"A215","Salinopolis","PA",-0.61888888,-47.35666666,60,"INMET subdiário",3
"A216","Sao Felix do Xingu","PA",-6.63972221,-51.95694444,60,"INMET subdiário",3
"A217","Farol de Santana","MA",-2.27083332,-43.62416666,60,"INMET subdiário",3
"A218","Preguicas","MA",-2.59222221,-42.7075,60,"INMET subdiário",6
"A219","Turiacu","MA",-1.66111111,-45.37249999,60,"INMET subdiário",7
"A220","Bacabal","MA",-4.24305555,-44.79499999,60,"INMET subdiário",2
"A221","Barra do Corda","MA",-5.50666666,-45.23694444,60,"INMET subdiário",6
"A222","Colinas","MA",-6.03305554,-44.23333333,60,"INMET subdiário",3
"A223","Alto Parnaiba","MA",-9.10833333,-45.93194443,60,"INMET subdiário",7
"A225","Imperatriz","MA",-5.55583333,-47.45972222,60,"INMET subdiário",7
"A226","Braganca","PA",-1.05583333,-46.78277777,60,"INMET subdiário",3
"A227","Soure","PA",-0.72777777,-48.51583333,60,"INMET subdiário",5
"A228","Breves","PA",-1.68027777,-50.47805554,60,"INMET subdiário",2
"A229","Tucurui","PA",-3.82277777,-49.67499999,60,"INMET subdiário",1
"A230","Serra dos Carajas","PA",-6.07749999,-50.14222221,60,"INMET subdiário",3
"A231","Itaituba","PA",-4.27694443,-55.99305555,60,"INMET subdiário",2
"A232","Obidos","PA",-1.88083332,-55.51972221,60,"INMET subdiário",3
"A233","Santana do Araguaia","PA",-9.34055555,-50.35027777,60,"INMET subdiário",3
"A234","Tucuma","PA",-6.74333333,-51.14194444,60,"INMET subdiário",3
"A235","Novo Repartimento","PA",-4.24388888,-49.93944444,60,"INMET subdiário",4
"A236","Cameta","PA",-2.23972221,-49.49972221,60,"INMET subdiário",3
"A237","Caxias","MA",-4.82138888,-43.3436111,60,"INMET subdiário",6
"A238","Buriticupu","MA",-4.32055554,-46.44944444,60,"INMET subdiário",1
"A239","Monte Alegre","PA",-2,-54.07638888,60,"INMET subdiário",2
"A240","Maraba","PA",-5.36638888,-49.05111111,60,"INMET subdiário",2
"A241","Conceicao do Araguaia","PA",-8.30361111,-49.28277777,60,"INMET subdiário",4
"A242","Oiapoque","AP",3.81361111,-51.8625,60,"INMET subdiário",5
"A244","Porto Grande","AP",0.69416666,-51.40388888,60,"INMET subdiário",3
"A245","Porto de Moz","PA",-1.82194443,-52.11166666,60,"INMET subdiário",3
"A247","Xinguara","PA",-7.11055555,-49.9261111,60,"INMET subdiário",3
"A248","Capitao Poco","PA",-1.73472221,-47.0575,60,"INMET subdiário",4
"A249","Macapa","AP",0.03499999,-51.08888888,60,"INMET subdiário",1
"A250","Santarem","PA",-2.5025,-54.72027777,60,"INMET subdiário",1
"A252","Dom Eliseu","PA",-4.28055554,-47.56388888,60,"INMET subdiário",2
"A253","Altamira","PA",-3.26999999,-52.39472221,60,"INMET subdiário",4
"A254","Redencao","PA",-8.04333333,-50.00694444,60,"INMET subdiário",2
"A255","Ze Doca","MA",-3.26916666,-45.65111111,60,"INMET subdiário",3
"A256","Santa Maria das Barreiras","PA",-8.72972221,-49.85638888,60,"INMET subdiário",1
"A301","Recife","PE",-8.05928,-34.959239,60,"INMET subdiário",8
"A303","Maceio","AL",-9.55111111,-35.77027777,60,"INMET subdiário",14
"A304","Natal","RN",-5.83722221,-35.20805555,60,"INMET subdiário",7
"A305","Fortaleza","CE",-3.81583333,-38.53777777,60,"INMET subdiário",7
"A306","Sobral","CE",-3.74805555,-40.34583333,60,"INMET subdiário",5
"A307","Petrolina","PE",-9.38833333,-40.52333332,60,"INMET subdiário",12
"A308","Parnaiba","PI",-3.08666666,-41.78305554,60,"INMET subdiário",7
"A309","Arco Verde","PE",-8.4336111,-37.05555555,60,"INMET subdiário",7
"A310","Areia","PB",-6.97555554,-35.71805554,60,"INMET subdiário",15
"A312","Teresina","PI",-5.03472221,-42.80138888,60,"INMET subdiário",7
"A313","Campina Grande","PB",-7.22555554,-35.90472222,60,"INMET subdiário",10
"A314","Guaramiranga","CE",-4.22916666,-38.95888888,60,"INMET subdiário",8
"A315","Barbalha","CE",-7.30083333,-39.2711111,60,"INMET subdiário",2
"A316","Caico","RN",-6.46749999,-37.08499999,60,"INMET subdiário",9
"A317","Macau","RN",-5.15111111,-36.57305554,60,"INMET subdiário",6
"A318","Mossoro","RN",-4.90416666,-37.36694443,60,"INMET subdiário",8
"A319","Iguatu","CE",-6.39638888,-39.26888888,60,"INMET subdiário",6
"A320","Joao Pessoa","PB",-7.16527777,-34.81555555,60,"INMET subdiário",6
"A321","Patos","PB",-7.07972221,-37.27277777,60,"INMET subdiário",5
"A322","Garanhuns","PE",-8.9108333300000009,-36.49333333,60,"INMET subdiário",8
"A323","Pao de Acucar","AL",-9.74916666,-37.43083332,60,"INMET subdiário",6
"A324","Taua","CE",-6.01749999,-40.28138888,60,"INMET subdiário",5
"A325","Quixeramobim","CE",-5.17444443,-39.28944444,60,"INMET subdiário",5
"A326","Bom Jesus do Piaui","PI",-9.07999999,-44.32777777,60,"INMET subdiário",4
"A327","Palmeira dos Indios","AL",-9.42027777,-36.62027777,60,"INMET subdiário",6
"A328","Surubim","PE",-7.83972221,-35.80111111,60,"INMET subdiário",7
"A329","Cabrobo","PE",-8.50388888,-39.31527777,60,"INMET subdiário",11
"A330","Paulistana","PI",-8.13222221,-41.14305555,60,"INMET subdiário",8
"A331","Sao Joao do Piaui","PI",-8.36444444,-42.2525,60,"INMET subdiário",5
"A332","Morada Nova","CE",-5.0911111,-38.36472222,60,"INMET subdiário",9
"A333","Sao Goncalo","PB",-6.835777,-38.311583,60,"INMET subdiário",9
"A334","Monteiro","PB",-7.89444444,-37.12472221,60,"INMET subdiário",6
"A335","Piripiri","PI",-4.2761111,-41.79444444,60,"INMET subdiário",7
"A336","Alvorada do Gurgueia","PI",-8.37638888,-43.85944444,60,"INMET subdiário",4
"A337","Caracol","PI",-9.2858333300000009,-43.32444443,60,"INMET subdiário",2
"A338","Esperantina","PI",-3.90083333,-42.23694444,60,"INMET subdiário",4
"A339","Jaguaruana","CE",-4.83777777,-37.69972221,60,"INMET subdiário",4
"A340","Apodi","RN",-5.62666666,-37.815,60,"INMET subdiário",7
"A341","Caruaru","PE",-8.36527777,-36.02833332,60,"INMET subdiário",7
"A342","Crateus","CE",-5.18666666,-40.67222221,60,"INMET subdiário",11
"A343","Picos","PI",-7.0711111,-41.40416666,60,"INMET subdiário",6
"A344","Calcanhar","RN",-5.16,-35.48749999,60,"INMET subdiário",2
"A345","Sao Raimundo Nonato","PI",-9.03305554,-42.70111111,60,"INMET subdiário",2
"A346","Urucui","PI",-7.44138888,-44.34499999,60,"INMET subdiário",5
"A347","Campos Sales","CE",-7.07777777,-40.36277777,60,"INMET subdiário",3
"A348","Cabaceiras","PB",-7.48333333,-36.28638888,60,"INMET subdiário",9
"A349","Ibimirim","PE",-8.50944444,-37.71166666,60,"INMET subdiário",6
"A350","Serra Talhada","PE",-7.95416666,-38.29499999,60,"INMET subdiário",7
"A351","Floresta","PE",-8.59888888,-38.58416666,60,"INMET subdiário",5
"A352","Camaratuba","PB",-6.56194444,-35.13527777,60,"INMET subdiário",4
"A353","Arapiraca","AL",-9.80444444,-36.61916666,60,"INMET subdiário",7
"A354","Oeiras","PI",-6.97416666,-42.14694444,60,"INMET subdiário",10
"A355","Coruripe","AL",-10.1286111,-36.28638888,60,"INMET subdiário",4
"A356","Sao Luis do Quitunde","AL",-9.28749999,-35.56583333,60,"INMET subdiário",5
"A357","Palmares","PE",-8.66666666,-35.56805554,60,"INMET subdiário",2
"A358","Jaguaribe","CE",-5.90555555,-38.62777777,60,"INMET subdiário",3
"A359","Itapipoca","CE",-3.48416666,-39.5886111,60,"INMET subdiário",6
"A360","Acarau","CE",-3.1211111,-40.08722221,60,"INMET subdiário",4
"A361","Castelo do Piaui","PI",-5.34916666,-41.51222222,60,"INMET subdiário",1
"A362","Sao Pedro do Piaui","PI",-5.91111111,-42.7186111,60,"INMET subdiário",3
"A363","Valenca do Piaui","PI",-6.4236111,-41.74888888,60,"INMET subdiário",9
"A364","Gilbues","PI",-9.87527777,-45.34583333,60,"INMET subdiário",5
"A365","Canto do Buriti","PI",-8.11805554,-42.97583332,60,"INMET subdiário",8
"A366","Ouricuri","PE",-7.88583333,-40.10277777,60,"INMET subdiário",5
"A368","Tiangua","CE",-3.73222221,-41.01194444,60,"INMET subdiário",3
"A369","Quixada","CE",-4.97888888,-39.05722222,60,"INMET subdiário",2
"A370","Salgueiro","PE",-8.05805555,-39.0961111,60,"INMET subdiário",2
"A371","Piranhas","AL",-9.62222221,-37.76722221,60,"INMET subdiário",3
"A372","Ipanguacu","RN",-5.53499999,-36.87222221,60,"INMET subdiário",2
"A373","Itaporanga","PB",-7.31833332,-38.14083333,60,"INMET subdiário",2
"A374","Corrente","PI",-10.42916666,-45.17305554,60,"INMET subdiário",2
"A375","Baixa Grande do Ribeiro","PI",-8.333531,-45.094625,60,"INMET subdiário",2
"A376","Campo Maior","PI",-4.86416666,-42.14555555,60,"INMET subdiário",1
"A401","Salvador","BA",-13.005515,-38.50576,60,"INMET subdiário",10
"A402","Barreiras","BA",-12.12472221,-45.02694443,60,"INMET subdiário",8
"A404","Luiz Eduardo Magalhaes","BA",-12.1525,-45.82972221,60,"INMET subdiário",4
"A405","Caravelas","BA",-17.73944444,-39.25861111,60,"INMET subdiário",4
"A406","Cruz das Almas","BA",-12.67555554,-39.08944444,60,"INMET subdiário",9
"A407","Itirucu","BA",-13.52777777,-40.11972221,60,"INMET subdiário",11
"A408","Itaberaba","BA",-12.52416666,-40.29972221,60,"INMET subdiário",11
"A409","Aracaju","SE",-10.9525,-37.05444444,60,"INMET subdiário",10
"A410","Ilheus","BA",-14.65888888,-39.18138888,60,"INMET subdiário",7
"A412","Macajuba","BA",-12.13166666,-40.35416666,60,"INMET subdiário",7
"A413","Feira de Santana","BA",-12.1961111,-38.96749999,60,"INMET subdiário",7
"A414","Vitoria da Conquista","BA",-14.88638888,-40.80138888,60,"INMET subdiário",8
"A415","Santa Rita de Cassia","BA",-11.00333333,-44.53638888,60,"INMET subdiário",3
