"gauge_code","estado","lat","long","time_step","network","n_viz","dist_nn_km","dist_k_med_km","mes_moda","f_moda","rbar_local","classe_espacial","mes_inicio","fonte_inicio","mes_inicio_nome"
"14680001","RR",2.8708,-61.4406,15,"Telemetria",10,0.1,85.85,12,0.7,0.971,"mancha",12,"moda_mancha","dez"
"150619502A","PA",-4.099531,-54.910166,10,"CEMADEN",10,1.2,133.51,8,0.8,0.973,"mancha",8,"moda_mancha","ago"
"15318000","RO",-10.3475,-65.3569,15,"Telemetria",10,49.41,208.87,7,0.6,0.967,"mancha",7,"moda_mancha","jul"
"210232501A","MA",-4.31779,-46.45999,10,"CEMADEN",10,4.28,80.66,8,0.6,0.967,"mancha",8,"moda_mancha","ago"
"210350501A","MA",-6.03192,-44.24784,10,"CEMADEN",10,0.83,47.87,8,0.7,0.971,"mancha",8,"moda_mancha","ago"
"211130008A","MA",-2.55193,-44.22401,10,"CEMADEN",10,2.89,82.14,9,0.6,0.946,"mancha",9,"moda_mancha","set"
"211210001A","MA",-4.25536,-43.93945,10,"CEMADEN",10,23.13,41.38,9,0.7,0.971,"mancha",9,"moda_mancha","set"
"230390701A","CE",-3.035505,-41.238371,10,"CEMADEN",10,0.61,46.56,9,1,1,"mancha",9,"moda_mancha","set"
"230540702A","CE",-6.4,-38.859,10,"CEMADEN",10,1,17.78,9,0.8,0.978,"mancha",9,"moda_mancha","set"
"230765004A","CE",-3.861673,-38.623954,10,"CEMADEN",10,4.38,12.21,9,0.7,0.971,"mancha",9,"moda_mancha","set"
"230980501A","CE",-4.225654,-38.919779,10,"CEMADEN",10,1.05,11.9,10,0.7,0.971,"mancha",10,"moda_mancha","out"
"231180101A","CE",-4.92271,-37.97669,10,"CEMADEN",10,1.62,23.48,9,0.9,0.988,"mancha",9,"moda_mancha","set"
"240810206A","RN",-5.823,-35.258,10,"CEMADEN",10,5.25,26.84,11,0.8,0.978,"mancha",11,"moda_mancha","nov"
"250180701A","PB",-7.122,-34.906,10,"CEMADEN",10,2.59,15.26,11,0.8,0.978,"mancha",11,"moda_mancha","nov"
"250180702A","PB",-7.133,-34.94,10,"CEMADEN",10,4.83,13.22,11,0.8,0.978,"mancha",11,"moda_mancha","nov"
"250180703A","PB",-7.148,-34.923,10,"CEMADEN",10,5.61,13.12,11,0.8,0.978,"mancha",11,"moda_mancha","nov"
"250400901A","PB",-7.207,-35.886,10,"CEMADEN",10,2.89,17.55,10,0.5,0.945,"mancha",10,"moda_mancha","out"
"250400902A","PB",-7.244,-35.874,10,"CEMADEN",10,3.28,15.24,10,0.6,0.967,"mancha",10,"moda_mancha","out"
"250400903A","PB",-7.252,-35.895,10,"CEMADEN",10,2.5,15.35,10,0.6,0.952,"mancha",10,"moda_mancha","out"
"250400904A","PB",-7.249,-35.917,10,"CEMADEN",10,2.83,15.92,10,0.6,0.952,"mancha",10,"moda_mancha","out"
"250400906A","PB",-7.274,-35.932,10,"CEMADEN",10,6.04,16.38,10,0.7,0.961,"mancha",10,"moda_mancha","out"
"250750701A","PB",-7.166,-34.882,10,"CEMADEN",10,5.47,15.17,11,0.8,0.978,"mancha",11,"moda_mancha","nov"
"250750702A","PB",-7.184,-34.859,10,"CEMADEN",10,7.94,18.16,11,0.8,0.978,"mancha",11,"moda_mancha","nov"
"250750705A","PB",-7.124,-34.847,10,"CEMADEN",10,3.19,19.64,11,0.8,0.978,"mancha",11,"moda_mancha","nov"
"250750707A","PB",-7.119,-34.886,10,"CEMADEN",10,0.39,16.81,11,0.8,0.978,"mancha",11,"moda_mancha","nov"
"250980001A","PB",-7.031,-35.462,10,"CEMADEN",10,0.7,18,11,0.7,0.971,"mancha",11,"moda_mancha","nov"
"251530201A","PB",-7.098,-35.224,10,"CEMADEN",10,0.62,18.45,11,0.9,0.988,"mancha",11,"moda_mancha","nov"
"260130001A","PE",-8.418,-35.664,10,"CEMADEN",10,13.76,37.46,11,0.4,0.889,"mancha",11,"moda_mancha","nov"
"260345404A","PE",-8.021425,-34.987566,10,"CEMADEN",10,5.26,10.73,11,0.9,0.988,"mancha",11,"moda_mancha","nov"
"260410601A","PE",-8.285,-35.976,10,"CEMADEN",10,1.05,30.9,9,0.5,0.941,"mancha",9,"moda_mancha","set"
"260590501A","PE",-8.587,-35.386,10,"CEMADEN",10,10.54,29.43,11,0.7,0.961,"mancha",11,"moda_mancha","nov"
"260620001A","PE",-7.531555,-34.996284,10,"CEMADEN",10,2.73,20.55,11,0.8,0.973,"mancha",11,"moda_mancha","nov"
"260680403A","PE",-7.807,-34.933,10,"CEMADEN",10,23.49,27.09,11,0.9,0.988,"mancha",11,"moda_mancha","nov"
"260790108A","PE",-8.07105,-34.99392,10,"CEMADEN",10,3.96,12.27,11,1,1,"mancha",11,"moda_mancha","nov"
"260940202A","PE",-8.118,-35.101,10,"CEMADEN",10,10.61,18.06,11,1,1,"mancha",11,"moda_mancha","nov"
"260950102A","PE",-7.730698,-35.232556,10,"CEMADEN",10,13.11,20.65,11,0.8,0.973,"mancha",11,"moda_mancha","nov"
"260960005A","PE",-7.973,-34.868,10,"CEMADEN",10,6.91,19.32,11,0.9,0.988,"mancha",11,"moda_mancha","nov"
"261150701A","PE",-8.83,-36.013,10,"CEMADEN",10,4.36,27.25,11,0.7,0.961,"mancha",11,"moda_mancha","nov"
"261160614A","PE",-8.013,-34.881,10,"CEMADEN",10,2.27,17.94,11,1,1,"mancha",11,"moda_mancha","nov"
"261160621A","PE",-8.102,-34.929,10,"CEMADEN",10,5.79,17.5,11,1,1,"mancha",11,"moda_mancha","nov"
"261290101A","PE",-8.812,-35.932,10,"CEMADEN",10,11.04,25.84,11,0.7,0.961,"mancha",11,"moda_mancha","nov"
"261370103A","PE",-7.979,-35.073,10,"CEMADEN",10,2.6,17.24,11,0.9,0.988,"mancha",11,"moda_mancha","nov"
"270210801A","AL",-8.909571,-35.716296,10,"CEMADEN",10,0.79,33.45,11,0.5,0.966,"mancha",11,"moda_mancha","nov"
"270430210A","AL",-9.552,-35.727,10,"CEMADEN",10,4.77,15.6,11,0.7,0.971,"mancha",11,"moda_mancha","nov"
"270430213A","AL",-9.573,-35.741,10,"CEMADEN",10,4.03,15.82,11,0.7,0.971,"mancha",11,"moda_mancha","nov"
"270510101A","AL",-9.15748,-35.53084,10,"CEMADEN",10,1.87,23.34,11,0.5,0.966,"mancha",11,"moda_mancha","nov"
"270660401A","AL",-9.371,-36.372,10,"CEMADEN",10,8.86,23.45,11,0.7,0.961,"mancha",11,"moda_mancha","nov"
"270890701A","AL",-9.574,-35.824,10,"CEMADEN",10,1.31,11.24,11,0.8,0.978,"mancha",11,"moda_mancha","nov"
"280400301A","SE",-10.734,-37.083,10,"CEMADEN",10,11.13,20.96,11,0.9,0.988,"mancha",11,"moda_mancha","nov"
"290560202A","BA",-15.374,-39.489,10,"CEMADEN",10,5.71,36.01,7,0.8,0.947,"mancha",7,"moda_mancha","jul"
"291180801A","BA",-16.582916,-39.780555,10,"CEMADEN",10,0.37,64.16,6,0.5,0.966,"mancha",6,"moda_mancha","jun"
"291345701A","BA",-13.819025,-39.141885,10,"CEMADEN",10,3.17,42.96,1,0.2,0.423,"transicao",9,"media_circ_ponderada","set"
"291360602A","BA",-14.782697,-39.103569,10,"CEMADEN",10,16.65,42.28,7,0.5,0.82,"mancha",7,"moda_mancha","jul"
"291480202A","BA",-14.805,-39.277,10,"CEMADEN",10,15.39,29.42,7,0.5,0.82,"mancha",7,"moda_mancha","jul"
"292770501A","BA",-16.321,-39.023,10,"CEMADEN",10,52.17,70.64,7,0.4,0.777,"mancha",7,"moda_mancha","jul"
"311330501A","MG",-20.728,-42.03,10,"CEMADEN",10,1.49,27.86,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"311330502A","MG",-20.726,-42.147,10,"CEMADEN",10,13.75,31.81,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"311410501A","MG",-22.1204,-45.13472,10,"CEMADEN",10,9.41,19.93,7,0.8,0.899,"mancha",7,"moda_mancha","jul"
"311450101A","MG",-20.54264,-44.64601,10,"CEMADEN",10,24.64,34.48,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"312420302A","MG",-20.42158,-41.8535,10,"CEMADEN",10,13.15,30.15,7,0.7,0.971,"mancha",7,"moda_mancha","jul"
"312770106A","MG",-18.842,-41.943,10,"CEMADEN",10,1.4,36.68,7,0.7,0.971,"mancha",7,"moda_mancha","jul"
"313130702A","MG",-19.476,-42.58,10,"CEMADEN",10,8.94,42.79,7,0.7,0.971,"mancha",7,"moda_mancha","jul"
"313170302A","MG",-19.654,-43.209,10,"CEMADEN",10,3.97,30.38,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"313170303A","MG",-19.627,-43.208,10,"CEMADEN",10,1.54,33.14,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"313170305A","MG",-19.622,-43.43,10,"CEMADEN",10,18.84,36.35,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"313170306A","MG",-19.513,-43.374,10,"CEMADEN",10,20.82,39.53,7,1,1,"mancha",7,"moda_mancha","jul"
"313240401A","MG",-22.412335,-45.435862,10,"CEMADEN",10,4.26,23.09,7,1,1,"mancha",7,"moda_mancha","jul"
"313620703A","MG",-19.845,-43.18,10,"CEMADEN",10,5.24,26.16,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"313620704A","MG",-19.828,-43.158,10,"CEMADEN",10,2.19,27.03,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"313770001A","MG",-20.15,-41.615,10,"CEMADEN",10,13.41,39.37,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"313780901A","MG",-21.97453,-45.34852,10,"CEMADEN",10,4.8,25.93,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"315250105A","MG",-22.21,-45.906,10,"CEMADEN",10,7.1,24.18,7,1,1,"mancha",7,"moda_mancha","jul"
"315680901A","MG",-18.666,-43.08,10,"CEMADEN",10,20.3,55.85,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"316600601A","MG",-20.79777,-43.35336,10,"CEMADEN",10,13.32,48.53,7,1,1,"mancha",7,"moda_mancha","jul"
"320130811A","ES",-20.361,-40.373,10,"CEMADEN",10,7.44,25.96,7,0.6,0.967,"mancha",7,"moda_mancha","jul"
"320220702A","ES",-19.935,-40.408,10,"CEMADEN",10,0.76,24.82,6,0.9,0.988,"mancha",6,"moda_mancha","jun"
"320320501A","ES",-19.406,-40.069,10,"CEMADEN",10,1.23,37.1,6,0.9,0.988,"mancha",6,"moda_mancha","jun"
"320390803A","ES",-18.714,-40.407,10,"CEMADEN",10,4.15,29.22,6,0.7,0.971,"mancha",6,"moda_mancha","jun"
"320500213A","ES",-20.211,-40.219,10,"CEMADEN",10,11.32,36.48,6,0.7,0.971,"mancha",6,"moda_mancha","jun"
"320530905A","ES",-20.274,-40.323,10,"CEMADEN",10,5.12,28.5,6,0.6,0.967,"mancha",6,"moda_mancha","jun"
"320530908A","ES",-20.257,-40.268,10,"CEMADEN",10,9.07,32.14,6,0.6,0.967,"mancha",6,"moda_mancha","jun"
"330010003A","RJ",-22.933,-44.387,10,"CEMADEN",10,0.62,21.61,7,0.5,0.966,"mancha",7,"moda_mancha","jul"
"330190008A","RJ",-22.837,-42.882,10,"CEMADEN",10,12.05,35.16,8,0.7,0.971,"mancha",8,"moda_mancha","ago"
"330200704A","RJ",-22.9213,-43.8504,10,"CEMADEN",10,2.69,24.91,7,0.6,0.967,"mancha",7,"moda_mancha","jul"
"330270001A","RJ",-22.906,-42.815,10,"CEMADEN",10,9.22,40.71,8,0.6,0.967,"mancha",8,"moda_mancha","ago"
"330455711A","RJ",-22.8897,-43.7175,10,"CEMADEN",10,4.54,27.52,8,0.6,0.967,"mancha",8,"moda_mancha","ago"
"330455728A","RJ",-22.86086,-43.30756,10,"CEMADEN",10,10.88,12.92,8,0.7,0.914,"mancha",8,"moda_mancha","ago"
"330455729A","RJ",-22.9666,-43.2965,10,"CEMADEN",10,1.93,12.86,8,0.7,0.914,"mancha",8,"moda_mancha","ago"
"330455734A","RJ",-22.7613,-43.1084,10,"CEMADEN",10,17.33,20.04,8,0.5,0.941,"mancha",8,"moda_mancha","ago"
"330580204A","RJ",-22.428,-42.962,10,"CEMADEN",10,1.65,22.05,7,1,1,"mancha",7,"moda_mancha","jul"
"350050101A","SP",-22.475,-46.628,10,"CEMADEN",10,1.09,17.98,7,1,1,"mancha",7,"moda_mancha","jul"
"350190501A","SP",-22.704,-46.818,10,"CEMADEN",10,2.21,16.14,7,1,1,"mancha",7,"moda_mancha","jul"
"350250704A","SP",-22.839,-45.231,10,"CEMADEN",10,2.49,6.96,7,1,1,"mancha",7,"moda_mancha","jul"
"350270501A","SP",-24.507622,-48.848371,10,"CEMADEN",10,1.02,19.07,8,0.8,0.978,"mancha",8,"moda_mancha","ago"
"350290301A","SP",-23.50509,-47.61925,10,"CEMADEN",10,2.21,16.38,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"350315801A","SP",-22.6746,-44.44577,10,"CEMADEN",10,8.71,21.75,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"350330701A","SP",-22.374879,-47.386852,10,"CEMADEN",10,10.3,16.5,7,1,1,"mancha",7,"moda_mancha","jul"
"350350501A","SP",-22.57941,-44.69773,10,"CEMADEN",10,9.21,16.45,7,1,1,"mancha",7,"moda_mancha","jul"
"350380201A","SP",-22.567,-47.154,10,"CEMADEN",10,1.41,23.44,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"350410706A","SP",-23.16773,-46.62687,10,"CEMADEN",10,8.76,20.27,7,1,1,"mancha",7,"moda_mancha","jul"
"350450302A","SP",-23.101,-48.92,10,"CEMADEN",10,0.38,30.81,7,0.5,0.966,"mancha",7,"moda_mancha","jul"
"350450303A","SP",-23.111,-48.932,10,"CEMADEN",10,2.09,30.93,7,0.5,0.966,"mancha",7,"moda_mancha","jul"
"350490901A","SP",-22.679,-44.317,10,"CEMADEN",10,0.48,21.92,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"350600301A","SP",-22.328,-49.102,10,"CEMADEN",10,2.16,22.26,7,1,1,"mancha",7,"moda_mancha","jul"
"350660701A","SP",-23.58773,-46.04429,10,"CEMADEN",10,1.4,8.98,7,0.6,0.967,"mancha",7,"moda_mancha","jul"
"350700101A","SP",-23.28891,-47.67549,10,"CEMADEN",10,1.16,11.55,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"350760504A","SP",-22.923033,-46.535295,10,"CEMADEN",10,1.16,17.81,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"350840503A","SP",-23.354,-47.082,10,"CEMADEN",10,6.73,20.46,7,1,1,"mancha",7,"moda_mancha","jul"
"350880101A","SP",-21.803,-49.61,10,"CEMADEN",10,3,22.1,7,1,1,"mancha",7,"moda_mancha","jul"
"350995701A","SP",-22.7025,-45.05077,10,"CEMADEN",10,4.97,6.51,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"351030201A","SP",-23.47379,-47.73533,10,"CEMADEN",10,5.87,15.91,7,1,1,"mancha",7,"moda_mancha","jul"
"351060901A","SP",-23.56132,-46.84739,10,"CEMADEN",10,2.48,10.63,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"351300905A","SP",-23.5801,-46.9176,10,"CEMADEN",10,2.29,12.93,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"351360301A","SP",-23.083,-44.96,10,"CEMADEN",10,0.44,13.11,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"351360302A","SP",-23.079422,-44.946102,10,"CEMADEN",10,1.42,13.37,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"351510305A","SP",-23.88,-46.794,10,"CEMADEN",10,4.9,14.62,8,0.7,0.971,"mancha",8,"moda_mancha","ago"
"351630903A","SP",-23.268,-46.748,10,"CEMADEN",10,7.42,17.59,7,1,1,"mancha",7,"moda_mancha","jul"
"351830501A","SP",-23.41782,-46.03012,10,"CEMADEN",10,0.65,9.62,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"351870107A","SP",-23.968,-46.26,10,"CEMADEN",10,4.37,9.7,8,1,1,"mancha",8,"moda_mancha","ago"
"351870114A","SP",-23.97,-46.191,10,"CEMADEN",10,2.38,14.45,8,1,1,"mancha",8,"moda_mancha","ago"
"351880001A","SP",-23.456,-46.458,10,"CEMADEN",10,3.11,9.48,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"352140801A","SP",-22.57856,-47.52177,10,"CEMADEN",10,8.78,17.82,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"352220803A","SP",-23.699,-46.851,10,"CEMADEN",10,1.97,11.31,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"352230701A","SP",-23.588,-48.043,10,"CEMADEN",10,0.94,22.49,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"352230703A","SP",-23.58935,-48.04417,10,"CEMADEN",10,0.93,22.47,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"352230704A","SP",-23.63,-48.036,10,"CEMADEN",10,5.41,20.62,7,1,1,"mancha",7,"moda_mancha","jul"
"352230707A","SP",-23.595,-48.317,10,"CEMADEN",10,0.56,17.99,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"352250503A","SP",-23.53016,-46.92795,10,"CEMADEN",10,4.1,13.94,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"352265301A","SP",-24.491,-49.226,10,"CEMADEN",10,10.67,30.88,8,0.8,0.899,"mancha",8,"moda_mancha","ago"
"352310702A","SP",-23.4639,-46.3039,10,"CEMADEN",10,4.09,10.07,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"352310706A","SP",-23.437,-46.308,10,"CEMADEN",10,2.77,10.01,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"352390902A","SP",-23.387,-47.34,10,"CEMADEN",10,6.01,14.56,7,1,1,"mancha",7,"moda_mancha","jul"
"352390906A","SP",-23.266,-47.395,10,"CEMADEN",10,10.13,15.59,7,1,1,"mancha",7,"moda_mancha","jul"
"352500302A","SP",-23.528,-46.902,10,"CEMADEN",10,4.62,13.14,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"352585401A","SP",-23.08845,-47.78094,10,"CEMADEN",10,6.02,12.13,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"352590403A","SP",-23.247,-46.855,10,"CEMADEN",10,6.09,15.88,7,1,1,"mancha",7,"moda_mancha","jul"
"352660501A","SP",-22.571,-44.902,10,"CEMADEN",10,6.3,13.96,7,1,1,"mancha",7,"moda_mancha","jul"
"352690204A","SP",-22.536,-47.394,10,"CEMADEN",10,4.56,22.36,7,1,1,"mancha",7,"moda_mancha","jul"
"352700901A","SP",-22.534,-46.651,10,"CEMADEN",10,1.92,19.56,7,1,1,"mancha",7,"moda_mancha","jul"
"352720702A","SP",-22.751897,-45.092557,10,"CEMADEN",10,1.15,11.33,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"352840301A","SP",-23.55121,-47.18601,10,"CEMADEN",10,0.33,11.44,7,1,1,"mancha",7,"moda_mancha","jul"
"352850204A","SP",-23.37046,-46.61099,10,"CEMADEN",10,4.49,8.94,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"352900502A","SP",-22.25,-49.932,10,"CEMADEN",10,1.86,16.03,7,1,1,"mancha",7,"moda_mancha","jul"
"352900504A","SP",-22.228,-49.967,10,"CEMADEN",10,2.27,15.46,7,1,1,"mancha",7,"moda_mancha","jul"
"353060704A","SP",-23.55061,-46.24632,10,"CEMADEN",10,3.91,9.65,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"353110004A","SP",-24.113,-46.662,10,"CEMADEN",10,6.01,18.59,8,1,1,"mancha",8,"moda_mancha","ago"
"353180301A","SP",-22.905,-47.343,10,"CEMADEN",10,5.79,12.46,7,1,1,"mancha",7,"moda_mancha","jul"
"353180302A","SP",-23.012,-47.306,10,"CEMADEN",10,5.9,14.19,7,1,1,"mancha",7,"moda_mancha","jul"
"353230601A","SP",-23.377916,-45.445904,10,"CEMADEN",10,0.75,14.51,7,0.6,0.967,"mancha",7,"moda_mancha","jul"
"353440103A","SP",-23.507,-46.776,10,"CEMADEN",10,1.35,8.05,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"353440105A","SP",-23.475,-46.779,10,"CEMADEN",10,4.65,8.19,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"353710704A","SP",-22.74153,-46.9242,10,"CEMADEN",10,1.38,11.71,7,1,1,"mancha",7,"moda_mancha","jul"
"353760203A","SP",-24.268,-46.961,10,"CEMADEN",10,6.93,25.85,8,0.8,0.978,"mancha",8,"moda_mancha","ago"
"353850101A","SP",-22.612,-45.183,10,"CEMADEN",10,1.33,14.98,7,1,1,"mancha",7,"moda_mancha","jul"
"354050701A","SP",-23.17647,-48.12137,10,"CEMADEN",10,0.92,20.3,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"354340202A","SP",-21.123,-47.738,10,"CEMADEN",10,2.88,16.54,7,1,1,"mancha",7,"moda_mancha","jul"
"354340203A","SP",-21.172,-47.809,10,"CEMADEN",10,7.12,18,7,1,1,"mancha",7,"moda_mancha","jul"
"354340204A","SP",-21.264,-47.823,10,"CEMADEN",10,7.15,18.17,7,1,1,"mancha",7,"moda_mancha","jul"
"354390701A","SP",-22.429,-47.552,10,"CEMADEN",10,1.38,17.82,7,1,1,"mancha",7,"moda_mancha","jul"
"354780904A","SP",-23.648,-46.514,10,"CEMADEN",10,3.99,5.75,8,0.6,0.967,"mancha",8,"moda_mancha","ago"
"354980504A","SP",-20.844,-49.386,10,"CEMADEN",10,3.05,14.82,7,1,1,"mancha",7,"moda_mancha","jul"
"355030834A","SP",-23.650398,-46.708183,10,"CEMADEN",10,0.91,7.34,7,1,1,"mancha",7,"moda_mancha","jul"
"355030881A","SP",-23.494,-46.417,10,"CEMADEN",10,2.16,6.86,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"355220504A","SP",-23.51027,-47.36154,10,"CEMADEN",10,8.05,10.91,7,1,1,"mancha",7,"moda_mancha","jul"
"355220509A","SP",-23.42682,-47.36295,10,"CEMADEN",10,4.26,11.91,7,1,1,"mancha",7,"moda_mancha","jul"
"355220510A","SP",-23.478,-47.422,10,"CEMADEN",10,0.92,7.9,7,1,1,"mancha",7,"moda_mancha","jul"
"355250201A","SP",-23.64494,-46.32195,10,"CEMADEN",10,1.38,10.59,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"355250203A","SP",-23.496096,-46.322502,10,"CEMADEN",10,3.37,10.27,7,0.9,0.988,"mancha",7,"moda_mancha","jul"
"355280904A","SP",-23.604,-46.762,10,"CEMADEN",10,4.45,8.58,7,0.8,0.978,"mancha",7,"moda_mancha","jul"
"355410201A","SP",-23.03827,-45.573,10,"CEMADEN",10,0.89,7.52,7,1,1,"mancha",7,"moda_mancha","jul"
"410040003A","PR",-25.343,-49.246,10,"CEMADEN",10,6.35,11.95,5,0.6,0.799,"mancha",5,"moda_mancha","mai"
"410040004A","PR",-25.259,-49.301,10,"CEMADEN",10,8.36,19.89,5,0.7,0.801,"mancha",5,"moda_mancha","mai"
"410140803A","PR",-23.535992,-51.449794,10,"CEMADEN",10,10.09,24.55,8,0.9,0.988,"mancha",8,"moda_mancha","ago"
"410165501A","PR",-24.307,-51.784,10,"CEMADEN",10,11.49,24.23,8,0.9,0.854,"mancha",8,"moda_mancha","ago"
"410330501A","PR",-23.942,-51.59,10,"CEMADEN",10,0.29,23.38,8,1,1,"mancha",8,"moda_mancha","ago"
"410400602A","PR",-25.356,-49.109,10,"CEMADEN",10,4.09,16.55,5,0.5,0.739,"transicao",6,"media_circ_ponderada","jun"
"410410501A","PR",-25.98,-49.68408,10,"CEMADEN",10,0.38,23.03,5,0.8,0.888,"mancha",5,"moda_mancha","mai"
"410445101A","PR",-25.371891,-52.127045,10,"CEMADEN",10,1.28,26.94,8,1,1,"mancha",8,"moda_mancha","ago"
"410520101A","PR",-24.82449,-49.26312,10,"CEMADEN",10,2.37,24.39,8,0.5,0.739,"transicao",6,"media_circ_ponderada","jun"
"410580501A","PR",-25.3612,-49.1892,10,"CEMADEN",10,9.41,13.28,5,0.7,0.825,"mancha",5,"moda_mancha","mai"
"410650601A","PR",-25.97998,-52.56345,10,"CEMADEN",10,0.48,18.72,8,1,1,"mancha",8,"moda_mancha","ago"
"410690202A","PR",-25.3536,-49.25527,10,"CEMADEN",10,7.78,10.89,5,0.6,0.799,"mancha",5,"moda_mancha","mai"
"410690208A","PR",-25.384,-49.197,10,"CEMADEN",10,8.19,12.89,5,0.7,0.825,"mancha",5,"moda_mancha","mai"
"410690210A","PR",-25.555,-49.284,10,"CEMADEN",10,11.83,15.6,5,0.7,0.801,"mancha",5,"moda_mancha","mai"
"410830401A","PR",-25.47005,-54.58558,10,"CEMADEN",10,8.88,28.99,8,1,1,"mancha",8,"moda_mancha","ago"
"410830403A","PR",-25.573882,-54.570109,10,"CEMADEN",10,2.65,31.25,8,1,1,"mancha",8,"moda_mancha","ago"
"410930201A","PR",-25.1,-52.866,10,"CEMADEN",10,2.67,33.03,8,1,1,"mancha",8,"moda_mancha","ago"
"411070601A","PR",-25.47186,-50.65887,10,"CEMADEN",10,4.17,19.04,8,0.8,0.773,"mancha",8,"moda_mancha","ago"
"411200901A","PR",-24.278,-49.731,10,"CEMADEN",10,3.89,30.89,8,1,1,"mancha",8,"moda_mancha","ago"
"411200903A","PR",-24.26,-49.716,10,"CEMADEN",10,1.56,29.79,8,1,1,"mancha",8,"moda_mancha","ago"
"411705701A","PR",-25.30928,-52.53703,10,"CEMADEN",10,0.68,19.21,8,1,1,"mancha",8,"moda_mancha","ago"
"411950903A","PR",-25.45,-49.101,10,"CEMADEN",10,3.81,13.56,5,0.4,0.759,"mancha",5,"moda_mancha","mai"
"412060601A","PR",-25.21334,-50.97847,10,"CEMADEN",10,3.3,22.83,8,0.7,0.71,"mancha",8,"moda_mancha","ago"
"412220601A","PR",-25.167,-49.309,10,"CEMADEN",10,4.7,23.41,5,0.5,0.683,"transicao",6,"media_circ_ponderada","jun"
"412550602A","PR",-25.548,-49.156,10,"CEMADEN",10,3.36,17.73,5,0.5,0.739,"transicao",7,"media_circ_ponderada","jul"
"412570402A","PR",-25.344,-54.222,10,"CEMADEN",10,2.53,25.59,8,1,1,"mancha",8,"moda_mancha","ago"
"412790801A","PR",-23.872,-52.877,10,"CEMADEN",10,0.9,28.23,8,1,1,"mancha",8,"moda_mancha","ago"
